task_id	hash	name	process	tag	status	exit	attempt	realtime	duration	%cpu	peak_rss	peak_vmem	rss	vmem	rchar	wchar
200	13/3c3f25	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.random_labels.f1	COMPLETED	0	1	716ms	1.1s	581.1%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
201	cb/677f7e	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.naive_bayes.f1	COMPLETED	0	1	715ms	1.1s	581.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
202	4c/95200f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	717ms	1.1s	580.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
203	25/7ee048	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.accuracy	COMPLETED	0	1	715ms	1.1s	582.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
204	df/0b70d7	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.logistic_regression.f1	COMPLETED	0	1	721ms	1.1s	577.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
205	8b/32a2b5	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.f1	COMPLETED	0	1	714ms	1.1s	582.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
206	86/d2cd00	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.logistic_regression.f1	COMPLETED	0	1	726ms	1.1s	573.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
207	e0/330258	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.random_labels.f1	COMPLETED	0	1	717ms	1.1s	579.7%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
208	86/81e54f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.random_labels.f1	COMPLETED	0	1	720ms	1.1s	578.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.2 KB
209	e4/0cae27	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	720ms	1.1s	578.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
210	37/190a6e	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.naive_bayes.f1	COMPLETED	0	1	713ms	1.1s	582.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
211	f6/fee9fa	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.random_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.random_labels.f1	COMPLETED	0	1	721ms	1.1s	575.0%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.2 KB
212	c9/101a27	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.random_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.random_labels.accuracy	COMPLETED	0	1	715ms	1.1s	581.2%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
213	22/b8670f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.xgboost.f1	COMPLETED	0	1	717ms	1.1s	581.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
214	26/8af4d0	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.knn.f1	COMPLETED	0	1	719ms	1.1s	579.8%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
215	d1/c200b2	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.xgboost.f1	COMPLETED	0	1	713ms	1.1s	582.7%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
216	55/ab1b56	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.accuracy	COMPLETED	0	1	740ms	1.1s	565.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
217	d6/0defc8	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.xgboost.accuracy	COMPLETED	0	1	709ms	1.1s	585.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
218	14/ee6fc4	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.xgboost.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.xgboost.accuracy	COMPLETED	0	1	714ms	1.1s	581.2%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
219	d2/388be0	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.xgboost.f1	COMPLETED	0	1	711ms	1.1s	582.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
220	6c/4b04ec	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.knn.accuracy	COMPLETED	0	1	726ms	1.1s	574.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
221	75/4db265	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	719ms	1.1s	577.2%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.2 KB
222	a4/86d484	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	767ms	1.1s	534.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
223	7c/fda50f	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.majority_vote.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.majority_vote.accuracy	COMPLETED	0	1	719ms	1.1s	578.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
224	91/b20cab	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.knn.accuracy	COMPLETED	0	1	717ms	1.1s	580.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
225	b2/494043	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.f1	COMPLETED	0	1	718ms	1.1s	579.1%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
226	d7/20b0e1	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.majority_vote.f1	COMPLETED	0	1	724ms	1.1s	574.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
227	a1/8f3949	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.knn.f1	COMPLETED	0	1	719ms	1.1s	578.8%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
228	89/d6d806	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.naive_bayes.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.naive_bayes.accuracy	COMPLETED	0	1	718ms	1.1s	578.6%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
229	91/fd732c	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.true_labels.f1	COMPLETED	0	1	713ms	1.1s	581.9%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
230	de/bd89be	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.majority_vote.f1	COMPLETED	0	1	716ms	1.1s	581.1%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
231	be/ce9b56	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.naive_bayes.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.naive_bayes.f1	COMPLETED	0	1	720ms	1.1s	579.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
232	32/993461	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.knn.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.knn.f1	COMPLETED	0	1	723ms	1.1s	576.1%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
233	09/cd97e8	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.knn.accuracy	COMPLETED	0	1	716ms	1.1s	579.9%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
234	ef/fa55d1	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	723ms	1.1s	575.1%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
235	2d/c7e602	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.true_labels.accuracy	COMPLETED	0	1	715ms	1.1s	581.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16 KB
236	d6/ea22da	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/dkd/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/dkd/log_cp10k.true_labels.f1	COMPLETED	0	1	719ms	1.1s	578.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
237	ee/f3d6e8	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.f1	COMPLETED	0	1	721ms	1.1s	578.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
238	4b/9f7405	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.true_labels.accuracy	COMPLETED	0	1	713ms	1.1s	582.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
239	a7/c7afbd	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.accuracy	COMPLETED	0	1	718ms	1.1s	578.2%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
240	74/3ceb07	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	720ms	1.1s	577.1%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
241	17/372d45	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.true_labels.f1	COMPLETED	0	1	732ms	1.1s	566.5%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
242	ae/0e368c	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	712ms	1.1s	582.5%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
243	84/a73881	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.cellmapper_linear.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.cellmapper_linear.accuracy	COMPLETED	0	1	715ms	1.1s	580.4%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
244	a5/3b2934	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	723ms	1.1s	577.2%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
245	87/cf5dbe	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	718ms	1.1s	579.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
246	29/2292bc	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.cellmapper_linear.f1	COMPLETED	0	1	715ms	1.1s	581.4%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
247	03/9abc60	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.true_labels.accuracy	COMPLETED	0	1	721ms	1.1s	577.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
248	0e/45d32d	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.xgboost.f1	COMPLETED	0	1	727ms	1.1s	573.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
249	11/451075	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	725ms	1.1s	573.6%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
250	3c/6f0fea	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.true_labels.accuracy	COMPLETED	0	1	729ms	1.1s	572.3%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
251	41/e032e6	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.logistic_regression.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.logistic_regression.accuracy	COMPLETED	0	1	735ms	1.1s	556.3%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
252	ae/f7f441	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.mlp.accuracy	COMPLETED	0	1	717ms	1.1s	578.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
253	e3/e10d32	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/gtex_v9/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/gtex_v9/log_cp10k.true_labels.f1	COMPLETED	0	1	733ms	1.1s	564.0%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.1 KB
254	64/b810a9	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.actinn_jax.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.actinn_jax.accuracy	COMPLETED	0	1	726ms	1.1s	574.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
255	b0/23c32a	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.actinn_jax.f1	COMPLETED	0	1	718ms	1.1s	577.2%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
256	60/c2f307	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.accuracy	COMPLETED	0	1	721ms	1.1s	577.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
257	bb/23bc85	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/mouse_pancreas_atlas/log_cp10k.mlp.f1	COMPLETED	0	1	722ms	1.1s	576.8%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
258	ff/53168d	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.mlp.f1	COMPLETED	0	1	725ms	1.1s	574.6%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16 KB
259	50/61bafc	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.true_labels.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.true_labels.f1	COMPLETED	0	1	721ms	1.1s	576.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
260	a7/1b7ecd	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.mlp.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.mlp.accuracy	COMPLETED	0	1	726ms	1.1s	573.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16 KB
261	9a/a78440	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.majority_vote.f1	COMPLETED	0	1	724ms	1.1s	576.2%	3.3 MB	4.5 MB	3.3 MB	4.5 MB	20.5 MB	16.2 KB
262	c0/aa6c6c	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.true_labels.accuracy)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.true_labels.accuracy	COMPLETED	0	1	722ms	1.1s	576.6%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
263	2b/305918	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/tabula_sapiens/log_cp10k.majority_vote.f1	COMPLETED	0	1	724ms	1.1s	575.7%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.2 KB
264	c9/537dde	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/hypomap/log_cp10k.actinn_jax.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/hypomap/log_cp10k.actinn_jax.f1	COMPLETED	0	1	728ms	1.1s	572.3%	3.5 MB	4.5 MB	3.5 MB	4.5 MB	20.5 MB	16.1 KB
265	a7/37e1c5	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process (cellxgene_census/immune_cell_atlas/log_cp10k.mlp.f1)	auto:run_benchmark:run_wf:extract_scores:processWf:extract_scores_process	cellxgene_census/immune_cell_atlas/log_cp10k.mlp.f1	COMPLETED	0	1	719ms	1.1s	578.1%	3.4 MB	4.5 MB	3.4 MB	4.5 MB	20.5 MB	16.1 KB
